,tailnum,origin,dest,qa_year_month_day,qa_hour_minute,qa_dep_arr_time,qa_dep_arr_delay,qa_carrier,qa_tailnum,qa_flight,qa_origin_dest,qa_air_time,qa_distance,qa_distance_airtime
8997,N216AG,SEA,LGB,,,,,,,,,,,TL
8998,N705AS,SEA,FAI,,,,,,,F,,,,TL
8999,N87527,SEA,IAH,,,,,,F,,,,,TR
9000,N909SW,PDX,SFO,,,,,,,,,,,TL
9001,N650DL,SEA,JFK,,,,,,,,,,,TL
9002,N566AS,SEA,SLC,,,,,,,F,,,,TR
9003,N320NB,SEA,SLC,,,,,,,,,,,TR
9004,N553AS,SEA,SMF,,,,,,,F,,,,TR
9005,N654AW,SEA,PHX,,,,,,,F,,,,TR
9006,N39463,PDX,ORD,,,,,,F,,,,,TR
9007,N551AS,SEA,ONT,,,,,,,F,,,,TL
9008,N713AS,SEA,KTN,,,,,,,F,,,,TR
9009,N771SK,SEA,DEN,,,,,,,,,,,TR
9010,N612AS,PDX,ANC,,,,,,,F,,,,TL
9011,N224AG,PDX,BUR,,,,,,,,,,,TL
9012,N3EDAA,SEA,DFW,,,,,,F,,,,,TL
9013,N767AS,SEA,ONT,,,,,,,F,,,,TR
9014,N440AS,SEA,ANC,,,,,,,F,,,,TL
9015,N403AS,SEA,SFO,,,,,,,F,,,,TR
9016,N465WN,PDX,RNO,,,,,,,,,,,TR
9017,N423AS,SEA,LAS,,,,,,,F,,,,TL
9018,N699BR,SEA,LAX,,,,,,,,,,,TL
9019,N536UA,SEA,ORD,,,,,,,F,,,,TR
9020,N362SW,SEA,SAN,,,,,,,F,,,,TL
9021,N546AS,PDX,LAX,,,,,,,F,,,,TR
9022,N620SW,SEA,OAK,,,,,,,,,,,TL
9023,N614AS,SEA,SFO,,,,,,,F,,,,TL
9024,N161PQ,SEA,SJC,,,,,,,,,,,TR
9025,N769AS,SEA,SFO,,,,,,,F,,,,TL
9026,N534AS,SEA,LIH,,,,,,,F,,,,TL
9027,N799AS,SEA,KTN,,,,,,,F,,,,TR
9028,N651JB,SEA,LGB,,,,,,,,,,,TL
9029,N307AS,SEA,LAX,,,,,,,F,,,,TR
9030,N917WN,SEA,MKE,,,,,,,,,,,TR
9031,N3HFAA,SEA,DFW,,,,,,F,,,,,TR
9032,N644AS,SEA,LAX,,,FA,,,,F,,,,TR
9033,N512AS,SEA,SFO,,,,,,,F,,,,TR
9034,N646JB,SEA,LGB,,,,,,,,,,,TL
9035,N219AG,SEA,LGB,,,,,,,,,,,TL
9036,N219FR,PDX,DEN,,,,,,,F,,,,TR
9037,N177DZ,PDX,ATL,,,,,,,,,,,TR
9038,N3JKAA,SEA,DFW,,,,,,F,,,,,TR
9039,N932FR,SEA,DEN,,,,,,,F,,,,TR
9040,N325US,PDX,SLC,,,,,,,,,,,TR
9041,N560AS,SEA,LAX,,,,,,,F,,,,TR
9042,N38467,PDX,IAH,,,FD,,,F,,,,,TR
9043,N3764D,SEA,SAN,,,,,,,,,,,TR
9044,N621AW,SEA,PHX,,,,,,,F,,,,TL
9045,N224WN,SEA,DEN,,,,,,,,,,,TR
9046,N799AS,PDX,SJC,,,,,,,F,,,,TR
9047,N512AS,SEA,ANC,,,,,,,F,,,,TL
9048,N814SK,PDX,SEA,,,,,,,,,,,TR
9049,N804SK,SEA,SJC,,,,,,,,,,,TR
9050,N570AS,PDX,PHX,,,,,,,F,,,,TR
9051,N401UA,SEA,SFO,,,,,,,F,,,,TR
9052,N625AS,PDX,LAX,,,,,,,F,,,,TL
9053,N810DN,PDX,ATL,,,,,,,,,,,TR
9054,N3748Y,SEA,SLC,,,,,,,,,,,TL
9055,N670DN,SEA,SLC,,,,,,,,,,,TR
9056,N121DE,SEA,DTW,,,,,,,F,,,,TR
9057,N706AS,SEA,GEG,,,,,,,F,,,,TR
9058,N619AS,SEA,LAS,,,,,,,F,,,,TR
9059,N37422,SEA,SFO,,,,,,F,,,,,TL
9060,N531AS,SEA,LAS,,,,,,,F,,,,TR
9061,N593AS,SEA,LAS,,,,,,,F,,,,TL
9062,N320AS,SEA,LAX,,,,,,,F,,,,TL
9063,N217AG,PDX,BUR,,,,,,,,,,,TL
9064,N727TW,SEA,JFK,,,,,,,,,,,TL
9065,N6711M,SEA,MSP,,,FD,,,,F,,,,TR
9066,N655DL,PDX,SLC,,,,,,,,,,,TR
9067,N506AS,SEA,OGG,,,,,,,F,,,,TL
9068,N128DL,SEA,MSP,,,,,,,F,,,,TR
9069,N3CCAA,SEA,ORD,,,,,,F,,,,,TL
9070,N471UA,SEA,SFO,,,,,,,F,,,,TL
9071,N557AS,SEA,OGG,,,,,,,F,,,,TL
9072,N457AS,SEA,SAN,,,,,,,F,,,,TL
9073,N3750D,PDX,DTW,,,,,,,F,,,,TS
9074,N558AS,SEA,LAS,,,,,,,F,,,,TR
9075,N516AS,SEA,LIH,,,,,,,F,,,,TL
9076,N658JB,SEA,BOS,,,,,,,F,,,,TL
9077,N568SW,SEA,PDX,,,,,,,,,,,TR
9078,N618AS,SEA,SFO,,,,,,,F,,,,TL
9079,N689CA,SEA,LAS,,,,,,,,,,,TR
9080,N601WN,SEA,LAS,,,,,,,,,,,TL
9081,N706AS,SEA,SFO,,,,,,,F,,,,TL
9082,N712JB,PDX,BOS,,,,,,,F,,,,TR
9083,N3FAAA,SEA,DFW,,,,,,F,F,,,,TR
9084,N784SW,SEA,OAK,,,,,,,F,,,,TR
9085,N729SW,PDX,OAK,,,,,,,,,,,TR
9086,N530AS,SEA,OAK,,,,,,,F,,,,TR
9087,N601AW,PDX,PHX,,,,,,,F,,,,TR
9088,N590AS,SEA,ANC,,,,,,,F,,,,TL
9089,N932FR,PDX,DEN,,,,,,,F,,,,TR
9090,N473UA,PDX,EWR,,,,,,,F,,,,TL
9091,N223SW,PDX,EUG,,,,,,,,,,,TR
9092,N437WN,SEA,LAS,,,,,,,,,,,TL
9093,N615AS,SEA,ANC,,,,,,,F,,,,TL
9094,N607AS,SEA,BUR,,,,,,,F,,,,TL
9095,N436UA,SEA,EWR,,,,,,,F,,,,TL
9096,N778AS,SEA,SFO,,,,,,,F,,,,TL
9097,N364SW,PDX,SLC,,,,,,,F,,,,TR
9098,N584AS,SEA,LAX,,,,,,,F,,,,TL
9099,N433AS,PDX,SFO,,,,,,,F,,,,TR
9100,N69804,SEA,SFO,,,,,,F,,,,,TL
9101,N407AS,PDX,ATL,,,,,,,F,,,,TL
9102,N530AS,PDX,LIH,,,,,,,F,,,,TL
9103,N294SW,SEA,PDX,,,,,,,,,,,TR
9104,N416UA,PDX,SFO,,,,,,,F,,,,TR
9105,N583AS,PDX,OGG,,,,,,,F,,,,TL
9106,N568SW,SEA,PDX,,,,,,,,,,,TR
9107,N38403,PDX,SFO,,,,,,F,,,,,TL
9108,N196UW,SEA,PHL,,,,,,,F,,,,TL
9109,N37263,SEA,IAH,,,,,,F,,,,,TL
9110,N807DN,PDX,DTW,,,,,,,,,,,TL
9111,N565AS,SEA,SFO,,,,,,,F,,,,TL
9112,N400WN,SEA,MDW,,,,,,,F,,,,TL
9113,N945WN,PDX,LAS,,,,,,,,,,,TR
9114,N663AW,PDX,CLT,,,,,,,F,,,,TR
9115,N637SW,SEA,SJC,,,,,,,F,,,,TL
9116,N224AG,SEA,LGB,,,,,,,,,,,TL
9117,N662JB,PDX,LGB,,,,,,,,,,,TL
9118,N224SW,PDX,RDM,,,,,,,,,,,TR
9119,N464AS,SEA,DFW,,,,,,,F,,,,TL
9120,N802DN,SEA,ATL,,,,,,,,,,,TR
9121,N317AS,SEA,ANC,,,,,,,F,,,,TL
9122,N129DL,SEA,ATL,,,,,,,F,,,,TR
9123,N124DE,SEA,MSP,,,,,,,F,,,,TR
9124,N644AS,SEA,SNA,,,,,,,F,,,,TR
9125,N243WN,PDX,SJC,,,,,,,,,,,TL
9126,N568AS,SEA,KOA,,,,,,,F,,,,TL
9127,N506JB,SEA,ANC,,,,,,,F,,,,TL
9128,N423AS,SEA,EWR,,,,,,,F,,,,TR
9129,N3LDAA,PDX,ORD,,,,,,F,F,,,,TL
9130,N815SK,SEA,SJC,,,,,,,,,,,TL
9131,N210FR,PDX,DEN,,,,,,,F,,,,TR
9132,N579JB,PDX,BOS,,,,,,,F,,,,TL
9133,N637AW,SEA,PHX,,,,,,,F,,,,TR
9134,N461AS,SEA,SAN,,,,,,,F,,,,TL
9135,N431AS,SEA,FAI,,,,,,,F,,,,TL
9136,N412WN,SEA,PHX,,,,,,,,,,,TR
9137,N3BXAA,SEA,ORD,,,,,,F,,,,,TR
9138,N3GAAA,SEA,ORD,,,,,,F,,,,,TR
9139,N568SW,SEA,PDX,,,,,,,,,,,TR
9140,N402AS,SEA,TUS,,,,,,,F,,,,TR
9141,N426WN,PDX,MCI,,,,,,,F,,,,TR
9142,N352NW,PDX,MSP,,,,,,,,,,,TR
9143,N506AS,SEA,BOS,,,,,,,F,,,,TL
9144,N467UA,PDX,IAH,,,,,,,F,,,,TL
9145,N684DA,SEA,MSP,,,,,,,,,,,TR
9146,N3DRAA,SEA,ORD,,MH,MD,MD,,F,F,,M,,M
9147,N611AS,PDX,LAS,,,,,,,F,,,,TL
9148,N442AS,SEA,IAH,,,,,,,F,,,,TR
9149,N317AS,SEA,MSP,,,,,,,F,,,,TR
9150,N223FR,SEA,DEN,,,,,,,F,,,,TR
9151,N45440,PDX,DEN,,,,,,F,,,,,TR
9152,N430WN,SEA,SLC,,,,,,,F,,,,TR
9153,N824SK,SEA,SJC,,,,,,,,,,,TL
9154,N8309C,SEA,MDW,,,,,,,,,,,TL
9155,N551AS,SEA,PHL,,,,,,,F,,,,TR
9156,N517AS,SEA,MCO,,,,,,,F,,,,TR
9157,N623SW,SEA,SAN,,,,,,,,,,,TL
9158,N847VA,PDX,SFO,,,,,,,F,,,,TL
9159,N546AS,SEA,ANC,,,,,,,F,,,,TL
9160,N794AS,SEA,KTN,,,,,,,F,,,,TR
9161,N625AS,SEA,PHX,,,,,,,F,,,,TL
9162,N220WN,SEA,SMF,,,,,,,F,,,,TL
9163,N552AS,SEA,TPA,,,,,,,F,,,,TL
9164,N37413,SEA,IAD,,,,,,F,,,,,TL
9165,N548UW,SEA,CLT,,,,,,,F,,,,TR
9166,N709TW,SEA,JFK,,,,,,,,,,,TL
9167,N548AS,SEA,ANC,,,,,,,F,,,,TL
9168,N703AS,SEA,SAN,,,,,,,F,,,,TL
9169,N3JNAA,PDX,ORD,,,,,,F,F,,,,TL
9170,N463UA,SEA,IAH,,,,,,,F,,,,TL
9171,N966WN,PDX,SJC,,,,,,,,,,,TR
9172,N635DL,SEA,MSP,,,,,,,,,,,TR
9173,N265WN,PDX,OAK,,,,,,,,,,,TL
9174,N3764D,SEA,LAS,,,,,,,,,,,TL
9175,N926WN,PDX,OAK,,,,,,,,,,,TR
9176,N442AS,SEA,FAI,,,,,,,F,,,,TL
9177,N751SW,SEA,SMF,,,,,,,,,,,TR
9178,N76519,SEA,SFO,,,,,,F,,,,,TL
9179,N609SK,PDX,LAX,,,,,,,,,,,TR
9180,N619AS,SEA,SFO,,,,,,,F,,,,TL
9181,N284YV,PDX,EUG,,,,,,,,,,,TR
9182,N225AG,SEA,FAT,,,,,,,,,,,TR
9183,N218AG,SEA,OMA,,,,,,,,,,,TR
9184,N219AG,SEA,FAT,,,,,,,,,,,TR
9185,N635JB,PDX,LGB,,,,,,,,,,,TL
9186,N427WN,PDX,HOU,,,,,,,,,,,TR
9187,N176DZ,PDX,ATL,,,,,,,,,,,TR
9188,N303AS,SEA,ANC,,,,,,,F,,,,TL
9189,N604SK,SEA,SJC,,,,,,,,,,,TR
9190,N727SK,PDX,DEN,,,,,,,,,,,TL
9191,N419AS,SEA,SAN,,,,,,,F,,,,TR
9192,N660AW,PDX,PHX,,,,,,,F,,,,TL
9193,N471AS,SEA,AUS,,,,,,,F,,,,TL
9194,N779AS,PDX,PHX,,,,,,,F,,,,TR
9195,N631SK,SEA,SJC,,,,,,,,,,,TR
9196,N216FR,PDX,DEN,,,,,,,F,,,,TR
9197,N823DN,SEA,DTW,,,,,,,F,,,,TL
9198,N32404,SEA,ORD,,,,,,F,,,,,TR
9199,N270YV,PDX,RDM,,,,,,,,,,,TR
9200,N740SK,SEA,LAX,,,,,,,,,,,TR
9201,N219AG,PDX,LGB,,,,,,,,,,,TL
9202,N519AS,SEA,FLL,,,,,,,F,,,,TL
9203,N589AS,PDX,SJC,,,,,,,F,,,,TR
9204,N216AG,SEA,LGB,,,,,,,,,,,TL
9205,N14250,SEA,SFO,,,,,,F,,,,,TL
9206,N596NW,SEA,DTW,,,,,,,,,,,TR
9207,N408AS,SEA,PHL,,,,,,,F,,,,TL
9208,N624AS,SEA,OAK,,,,,,,F,,,,TL
9209,N909WN,PDX,BWI,,,,,,,,,,,TL
9210,N625AS,SEA,SNA,,,,,,,F,,,,TL
9211,N551UW,PDX,PHX,,,,,,,F,,,,TR
9212,N223AG,SEA,SBA,,,,,,,,,,,TR
9213,N490UA,SEA,DEN,,,,,,,F,,,,TL
9214,N924FR,PDX,DEN,,,,,,,F,,,,TR
9215,N644AW,SEA,PHX,,,,,,,F,,,,TL
9216,N536AS,SEA,DCA,,,,,,,F,,,,TL
9217,N792SK,PDX,DEN,,,,,,,,,,,TS
9218,N3BRAA,SEA,ORD,,,,,,F,,,,,TR
9219,N297WN,PDX,OAK,,,,,,,,,,,TR
9220,N467AS,SEA,OAK,,,,,,,F,,,,TR
9221,N656SW,PDX,SMF,,,,,,,,,,,TR
9222,N217AG,SEA,FAT,,,,,,,,,,,TL
9223,N796AS,SEA,JNU,,,,,,,F,,,,TL
9224,N562AS,PDX,LAX,,,,,,,F,,,,TL
9225,N659JB,PDX,LGB,,,,,,,,,,,TL
9226,N3HEAA,SEA,ORD,,,,,,F,,,,,TR
9227,N385HA,SEA,HNL,,,,,,,F,,,,TL
9228,N584AS,SEA,KOA,,,,,,,F,,,,TL
9229,N4XHAA,PDX,DFW,,,,MA,,F,,,M,,M
9230,N442AS,SEA,IAH,,,,,,,F,,,,TL
9231,N7721E,PDX,SJC,,,,,,,,,,,TR
9232,N623SW,PDX,SMF,,,,,,,F,,,,TR
9233,N483UA,PDX,ORD,,,,,,,F,,,,TL
9234,N448WN,PDX,OAK,,,,,,,F,,,,TL
9235,N592NW,SEA,MSP,,,,,,,,,,,TR
9236,N787SA,SEA,STL,,,,,,,F,,,,TL
9237,N607SK,PDX,SEA,,,,,,,,,,,TR
9238,N740SK,PDX,SFO,,,,,,,,,,,TL
9239,N594AS,SEA,PDX,,,,,,,F,,,,TR
9240,N218AG,SEA,FAT,,,,,,,,,,,TR
9241,N607AS,SEA,BUR,,,,,,,F,,,,TL
9242,N389HA,SEA,HNL,,,,MA,,,F,,M,,M
9243,N468AS,SEA,FAI,,,,,,,F,,,,TL
9244,N535AS,PDX,ANC,,,,,,,F,,,,TL
9245,N531AS,PDX,LIH,,,,,,,F,,,,TL
9246,N609AS,SEA,PHX,,,,,,,F,,,,TL
9247,N320AS,SEA,SFO,,,,,,,F,,,,TL
9248,N786AS,SEA,JNU,,,,,,,F,,,,TL
9249,N606SK,SEA,PDX,,,,,,,,,,,TR
9250,N506AS,PDX,SJC,,,,,,,F,,,,TL
9251,N568AS,SEA,SAN,,,,,,,F,,,,TL
9252,N786AS,SEA,ANC,,,,,,,F,,,,TL
9253,N389HA,SEA,HNL,,,,,,,F,,,,TL
9254,N627AS,PDX,SLC,,,,,,,F,,,,TR
9255,N87507,PDX,SFO,,,,,,F,,,,,TL
9256,N38467,PDX,ORD,,,,,,F,,,,,TL
9257,N622AS,SEA,LAS,,,,,,,F,,,,TR
9258,N950WN,PDX,LAS,,,,,,,,,,,TR
9259,N615AS,PDX,SJC,,,,,,,F,,,,TR
9260,N530AS,PDX,LAX,,,,,,,F,,,,TR
9261,N495UA,SEA,ORD,,,,,,,F,,,,TL
9262,N302AS,SEA,LAS,,,,,,,F,,,,TL
9263,N786AS,SEA,KTN,,,,,,,F,,,,TR
9264,N489UA,SEA,SFO,,,,,,,F,,,,TR
9265,N765AS,SEA,JNU,,,,,,,F,,,,TL
9266,N284WN,SEA,DEN,,,,,,,,,,,TR
9267,N569AS,SEA,JNU,,,,,,,F,,,,TL
9268,N647AW,SEA,PHL,,,,,,,F,,,,TL
9269,N319AS,SEA,DFW,,,,,,,F,,,,TR
9270,N546AS,SEA,ANC,,,FA,,,,F,,,,TL
9271,N227AG,PDX,TUS,,,,,,,,,,,TR
9272,N203FR,PDX,DEN,,,,,,,F,,,,TR
9273,N296SW,PDX,SEA,,,,,,,,,,,TR
9274,N3AEAA,SEA,ORD,,,,,,F,F,,,,TR
9275,N215AG,PDX,ONT,,,,,,,,,,,TR
9276,N3HEAA,SEA,JFK,,,,,,F,F,,,,TL
9277,N72405,SEA,LAX,,,,,,F,,,,,TL
9278,N530AS,PDX,SJC,,,,,,,F,,,,TL
9279,N318US,SEA,SLC,,,,,,,,,,,TR
9280,N520AS,PDX,SJC,,,,,,,F,,,,TR
9281,N935SW,PDX,SFO,,,,,,,,,,,TL
9282,N684WN,SEA,OAK,,,,,,,,,,,TL
9283,N525AS,PDX,LAX,,,,,,,F,,,,TR
9284,N607AS,SEA,DEN,,,,,,,F,,,,TR
9285,N947WN,PDX,OAK,,,,,,,F,,,,TL
9286,N631SK,SEA,LAX,,,,,,,,,,,TR
9287,N954WN,SEA,PHX,,,,,,,,,,,TR
9288,N552AS,SEA,MCI,,,,,,,F,,,,TL
9289,N8305E,PDX,MDW,,,,,,,,,,,TL
9290,N411UA,SEA,IAH,,,,,,,F,,,,TL
9291,N407AS,SEA,ANC,,,FA,,,,F,,,,TR
9292,N4XJAA,PDX,DFW,,,,,,F,F,,,,TL
9293,N364SW,PDX,SMF,,,,,,,,,,,TR
9294,N512AS,SEA,SLC,,,,,,,F,,,,TR
9295,N390SW,PDX,SMF,,,,,,,F,,,,TR
9296,N802SK,PDX,LAX,,,,,,,,,,,TR
9297,N926SW,PDX,SFO,,,,,,,,,,,TL
9298,N739GB,PDX,LAS,,,,,,,,,,,TR
9299,N551AS,SEA,LAS,,,,,,,F,,,,TL
9300,N3GWAA,SEA,DFW,,,,,,F,,,,,TR
9301,N423AS,SEA,ANC,,,,,,,F,,,,TL
9302,N3KAAA,SEA,ORD,,,,,,F,F,,,,TL
9303,N8601C,SEA,MDW,,,,,,,,,,,TL
9304,N494UA,PDX,DEN,,,,,,,F,,,,TR
9305,N618DL,SEA,MSP,,,FD,,,,,,,,TS
9306,N615AS,SEA,GEG,,,,,,,F,,,,TR
9307,N298WN,SEA,HOU,,,,,,,,,,,TL
9308,N810DN,PDX,DTW,,,,,,,,,,,TR
9309,N170PQ,PDX,SEA,,,,,,,,,,,TR
9310,N627AS,SEA,SNA,,,,,,,F,,,,TL
9311,N477WN,PDX,DEN,,,,,,,,,,,TR
9312,N244WN,SEA,OAK,,,,,,,,,,,TR
9313,N458UA,PDX,SFO,,,,,,,F,,,,TR
9314,N833UA,PDX,SFO,,,,,,,F,,,,TR
9315,N791AS,PDX,SJC,,,,,,,F,,,,TL
9316,N619AS,SEA,BUR,,,,,,,F,,,,TL
9317,N537AS,SEA,SJC,,,,,,,F,,,,TR
9318,N370NW,PDX,MSP,,,,,,,F,,,,TR
9319,N760AS,PDX,ANC,,,,,,,F,,,,TL
9320,N834UA,PDX,SFO,,,,,,,F,,,,TR
9321,N670DN,SEA,JFK,,,,,,,,,,,TL
9322,N538AS,SEA,SNA,,,,,,,F,,,,TL
9323,N459WN,PDX,LAS,,,,,,,,,,,TR
9324,N703AS,SEA,LAX,,,,,,,F,,,,TL
9325,N952WN,SEA,RNO,,,,,,,,,,,TR
9326,N854UA,SEA,SFO,,,,,,,F,,,,TR
9327,N746SW,SEA,SLC,,,,,,,F,,,,TR
9328,N770SA,PDX,OAK,,,,,,,,,,,TR
9329,N708AS,SEA,PSP,,,,,,,F,,,,TR
9330,N508AS,SEA,LAS,,,,,,,F,,,,TL
9331,N644AW,SEA,PHX,,,,,,,F,,,,TL
9332,N514UA,SEA,ORD,,,,,,,F,,,,TR
9333,N215AG,PDX,ONT,,,,,,,,,,,TL
9334,N261WN,PDX,PHX,,,,,,,,,,,TL
9335,N462AS,SEA,ANC,,,,,,,F,,,,TL
9336,N3HGAA,SEA,DFW,,,,,,F,,,,,TR
9337,N821DN,PDX,ATL,,,,,,,F,,,,TR
9338,N469AS,PDX,HNL,,,,,,,F,,,,TL
9339,N215AG,PDX,ONT,,,,,,,,,,,TL
9340,N617QX,PDX,SEA,,,,,,,,,,,TR
9341,N701GS,SEA,PHX,,,,,,,,,,,TL
9342,N982SW,PDX,SFO,,,,,,,,,,,TL
9343,N615AS,PDX,SNA,,,,,,,F,,,,TL
9344,N431AS,SEA,ATL,,,,,,,F,,,,TR
9345,N435AS,SEA,ANC,,,FA,,,,F,,,,TL
9346,N38467,SEA,IAH,,,,,,F,,,,,TL
9347,N449WN,PDX,OAK,,,,,,,,,,,TL
9348,N578SW,SEA,PDX,,,,,,,,,,,TR
9349,N375SW,SEA,ABQ,,,,,,,F,,,,TL
9350,N216AG,SEA,FAT,,,,,,,,,,,TR
9351,N381DN,PDX,JFK,,,,,,,F,,,,TL
9352,N743SW,SEA,SJC,,,,,,,,,,,TL
9353,N216AG,SEA,SBA,,,,,,,,,,,TL
9354,N602AW,SEA,PHX,,,,,,,F,,,,TL
9355,N611AS,SEA,ANC,,,,,,,F,,,,TL
9356,N456WN,PDX,DEN,,,,,,,,,,,TR
9357,N613AS,SEA,DEN,,,,,,,F,,,,TR
9358,N385DN,SEA,DTW,,,,,,,,,,,TR
9359,N37281,SEA,SFO,,,,,,F,,,,,TL
9360,N779AS,PDX,LAX,,,,,,,F,,,,TR
9361,N3FXAA,SEA,DFW,,,,,,F,,,,,TL
9362,N644AW,PDX,PHX,,,,,,,F,,,,TL
9363,N640SW,PDX,PHX,,,,,,,,,,,TR
9364,N710SW,SEA,DEN,,,,,,,F,,,,TR
9365,N815DN,PDX,ATL,,,,,,,,,,,TL
9366,N386DA,PDX,SLC,,,,,,,,,,,TR
9367,N319AS,SEA,ONT,,,,,,,F,,,,TR
9368,N797AS,SEA,SMF,,,,,,,F,,,,TR
9369,N215AG,PDX,SBA,,,,,,,,,,,TR
9370,N3BPAA,SEA,DFW,,,,,,F,,,,,TR
9371,N530AS,SEA,HNL,,,,,,,F,,,,TL
9372,N622AS,SEA,PHX,,,,,,,F,,,,TL
9373,N460WN,PDX,OAK,,,,,,,,,,,TR
9374,N695DL,PDX,ATL,,,,,,,,,,,TR
9375,N464AS,SEA,FAI,,,,,,,F,,,,TS
9376,N619SW,SEA,SJC,,,,,,,F,,,,TL
9377,N984CA,PDX,SFO,,,,,,,,,,,TL
9378,N625AS,SEA,SNA,,,,,,,F,,,,TL
9379,N559AS,SEA,SJC,,,,,,,F,,,,TL
9380,N672AW,SEA,PHL,,,,,,,F,,,,TL
9381,N779SW,SEA,SAN,,,,,,,,,,,TL
9382,N549AS,SEA,TUS,,,,,,,F,,,,TR
9383,N457AS,SEA,ANC,,,,,,,F,,,,TL
9384,N626AS,SEA,BUR,,,,,,,F,,,,TR
9385,N76529,PDX,DEN,,,,,,F,,,,,TL
9386,N545US,SEA,LAX,,,,,,,,,,,TL
9387,N926SW,SEA,LAX,,,,,,,,,,,TR
9388,N203FR,SEA,DEN,,,,,,,F,,,,TR
9389,N518AS,SEA,JNU,,,,,,,F,,,,TR
9390,N3BXAA,SEA,DFW,,,,,,F,,,,,TL
9391,N36447,SEA,EWR,,,,,,F,,,,,TR
9392,N468AS,SEA,SAN,,,,,,,F,,,,TR
9393,N612AS,SEA,DFW,,,,,,,F,,,,TL
9394,N913WN,SEA,HOU,,,,,,,,,,,TL
9395,N463UA,SEA,ORD,,,,,,,F,,,,TL
9396,N583SW,PDX,EUG,,,,,,,,,,,TR
9397,N234SW,PDX,EUG,,,,,,,,,,,TR
9398,N78448,PDX,SFO,,,,,,F,,,,,TR
9399,N684WN,PDX,PHX,,,,,,,,,,,TR
9400,N663AW,SEA,PHX,,,,,,,F,,,,TR
9401,N371DA,SEA,ATL,,,,,,,,,,,TR
9402,N538AS,SEA,SMF,,,,,,,F,,,,TR
9403,N461WN,PDX,DEN,,,,,,,,,,,TR
9404,N559AS,SEA,LAX,,,,,,,F,,,,TL
9405,N3DPAA,PDX,ORD,,,,,,F,F,,,,TR
9406,N271LV,SEA,ATL,,,,,,,,,,,TL
9407,N3DRAA,PDX,ORD,,,,,,F,,,,,TL
9408,N431AS,SEA,ANC,,,,,,,F,,,,TL
9409,N35260,SEA,DEN,,,,,,F,,,,,TL
9410,N14237,SEA,ORD,,,,,,F,,,,,TL
9411,N504UA,SEA,ORD,,,,,,,F,,,,TR
9412,N3748Y,SEA,LAX,,,,,,,,,,,TL
9413,N551AS,SEA,DEN,,,,,,,F,,,,TL
9414,N797AS,PDX,LAX,,,,,,,F,,,,TR
9415,N63820,SEA,ANC,,,,,,F,,,,,TL
9416,N305AS,SEA,SAN,,,,,,,F,,,,TR
9417,N791AS,SEA,SFO,,,,,,,F,,,,TL
9418,N371NB,PDX,SLC,,,,,,,,,,,TR
9419,N218AG,SEA,SBA,,,,,,,,,,,TR
9420,N423UA,SEA,IAD,,,,,,,F,,,,TL
9421,N209FR,SEA,DEN,,,,,,,F,,,,TR
9422,N961WN,PDX,SMF,,,,,,,,,,,TR
9423,N244WN,PDX,PHX,,,,,,,F,,,,TL
9424,N657AW,PDX,PHX,,,,,,,F,,,,TR
9425,N524UW,PDX,PHX,,,,,,,F,,,,TL
9426,N435AS,PDX,LAX,,,,,,,F,,,,TR
9427,N612AS,PDX,LAS,,,,,,,F,,,,TR
9428,N834UA,PDX,SFO,,,,,,,F,,,,TL
9429,N514SW,SEA,OAK,,,,,,,,,,,TL
9430,N363SW,PDX,OAK,,,,,,,,,,,TR
9431,N796AS,PDX,LAX,,,,,,,F,,,,TR
9432,N622AW,SEA,PHX,,,,,,,F,,,,TL
9433,N760AS,PDX,SJC,,,,,,,F,,,,TR
9434,N793AS,SEA,ANC,,,,,,,F,,,,TL
9435,N225AG,SEA,FAT,,,,,,,,,,,TR
9436,N527AS,PDX,ORD,,,,,,,F,,,,TL
9437,N552AS,SEA,PHL,,,,,,,F,,,,TL
9438,N915DN,PDX,MSP,,,,,,,,,,,TL
9439,N453AS,SEA,PHX,,,,,,,F,,,,TL
9440,N371NW,SEA,LAS,,,,,,,,,,,TL
9441,N320AS,SEA,SAN,,,,,,,F,,,,TR
9442,N928SW,PDX,SFO,,,,,,,,,,,TR
9443,N307AS,SEA,PHX,,,,,,,F,,,,TL
9444,N217AG,SEA,SBA,,,,,,,,,,,TR
9445,N235WN,PDX,SAN,,,,,,,F,,,,TL
9446,N588AS,SEA,SMF,,,,,,,F,,,,TL
9447,N8603F,PDX,DEN,,,,,,,F,,,,TR
9448,N28457,PDX,DEN,,,,,,F,,,,,TR
9449,N937WN,SEA,SMF,,,,,,,,,,,TR
9450,N794AS,SEA,SJC,,,,,,,F,,,,TL
9451,N435AS,SEA,IAH,,,,,,,F,,,,TL
9452,N464AS,SEA,IAH,,,,,,,F,,,,TR
9453,N6713Y,SEA,ATL,,,,,,,,,,,TR
9454,N563AS,PDX,LAS,,,,,,,F,,,,TL
9455,N703SW,PDX,SMF,,,,,,,,,,,TR
9456,N681DA,SEA,ATL,,,,,,,,,,,TR
9457,N581AS,SEA,SAN,,,,,,,F,,,,TL
9458,N587AS,PDX,ATL,,,,,,,F,,,,TR
9459,N39415,PDX,DEN,,,,,,F,,,,,TR
9460,N786AS,SEA,JNU,,,,,,,F,,,,TL
9461,N457AS,SEA,LAX,,,,,,,F,,,,TL
9462,N700GS,SEA,LAS,,,,,,,,,,,TR
